Line,Smell,Number of Parameters,Threshold,File
56,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/sorted/AbstractMutableSortedBagMultimapTestCase.java
62,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/sorted/AbstractMutableSortedBagMultimapTestCase.java
49,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/MultiReaderHashBagMultimapTest.java
62,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/MultiReaderHashBagMultimapTest.java
58,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/strategy/HashBagMultimapWithHashingStrategyTest.java
70,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/strategy/HashBagMultimapWithHashingStrategyTest.java
54,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/AbstractMultimapTestCase.java
59,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/AbstractMultimapTestCase.java
27,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapKeySetTestCase.java
29,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapKeySetTestCase.java
29,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapEntrySetTest.java
35,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapEntrySetTest.java
23,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapValuesTest.java
29,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapValuesTest.java
55,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/SynchronizedBiMapTest.java
61,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/SynchronizedBiMapTest.java
17,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseKeySetTest.java
23,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseKeySetTest.java
54,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseTest.java
60,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseTest.java
48,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapTestCase.java
51,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapTestCase.java
29,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseEntrySetTest.java
35,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseEntrySetTest.java
35,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapEntrySetTest.java
37,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapEntrySetTest.java
30,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapValuesTestCase.java
32,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/AbstractMutableBiMapValuesTestCase.java
23,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseValuesTest.java
29,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapInverseValuesTest.java
56,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapTest.java
62,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapTest.java
57,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/SynchronizedBiMapCustomLockTest.java
63,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/SynchronizedBiMapCustomLockTest.java
15,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapKeySetTest.java
21,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/HashBiMapKeySetTest.java
69,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/UnmodifiableBiMapTest.java
75,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/mutable/UnmodifiableBiMapTest.java
43,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/immutable/ImmutableHashBiMap2Test.java
49,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/immutable/ImmutableHashBiMap2Test.java
45,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/immutable/ImmutableHashBiMapInverse2Test.java
51,long parameters,8,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/bimap/immutable/ImmutableHashBiMapInverse2Test.java
575,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
591,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
606,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
623,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
635,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
649,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
681,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/unit-tests/src/test/java/org/eclipse/collections/impl/factory/SetsTest.java
161,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
195,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
360,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
404,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
433,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
522,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
604,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
698,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
750,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
828,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
895,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
913,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
931,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
997,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
1015,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
1035,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections-forkjoin/src/main/java/org/eclipse/collections/impl/forkjoin/FJIterate.java
181,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
215,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
405,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
449,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
480,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
574,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
667,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
771,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
823,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
907,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
985,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
1003,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
1021,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
1087,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
1105,long parameters,6,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
1125,long parameters,7,5,../input_projects/java_projects/eclipse-collections-11.1.0/eclipse-collections/src/main/java/org/eclipse/collections/impl/parallel/ParallelIterate.java
